"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.13210 0.7592 0.7978
0.13229 0.8156 0.8317
0.13248 0.7095 0.6864
0.13267 0.7621 0.8080
0.13286 0.8149 0.8488
0.13304 0.8533 0.8986
0.13323 0.7808 0.8194
0.13342 0.8001 0.8330
0.13361 0.7434 0.7902
0.13380 0.7906 0.7833
0.13399 0.7310 0.7820
0.13417 0.7899 0.8105
0.13436 0.8061 0.8397
0.13455 0.7997 0.8295
0.13474 0.7560 0.7551
0.13493 0.8065 0.8400
0.13511 0.7484 0.7956
0.13530 0.7988 0.8441
0.13549 0.7902 0.8365
0.13568 0.8223 0.8559
0.13587 0.8200 0.8723
0.13606 0.8365 0.8783
0.13624 0.8058 0.7631
0.13643 0.7833 0.7820
0.13662 0.7567 0.7880
0.13681 0.7989 0.8533
0.13700 0.7693 0.8035
0.13718 0.7313 0.7823
0.13737 0.7754 0.8217
0.13756 0.8077 0.8625
0.13775 0.8720 0.9074
0.13794 0.7247 0.7731
0.13813 0.7827 0.8217
0.13831 0.7636 0.7586
0.13850 0.7934 0.8216
0.13869 0.7577 0.8014
0.13888 0.7820 0.7811
0.13907 0.7443 0.7912
0.13925 0.8068 0.8366
0.13944 0.7697 0.7266
0.13963 0.7326 0.7823
0.13982 0.7935 0.7935
0.14001 0.7861 0.8137
0.14020 0.8115 0.8568
0.14038 0.7327 0.7833
0.14057 0.7902 0.8378
0.14076 0.8118 0.8498
0.14095 0.7991 0.8545
0.14114 0.7485 0.7947
0.14132 0.7396 0.7899
0.14151 0.7652 0.8048
0.14170 0.8128 0.8562
0.14189 0.8438 0.8862
0.14208 0.7526 0.7893
0.14227 0.7802 0.8185
0.14245 0.7313 0.7833
0.14264 0.7678 0.8159
0.14283 0.8077 0.8378
0.14302 0.7785 0.8251
0.14321 0.7883 0.8283
0.14339 0.8045 0.8422
0.14358 0.8179 0.8524
0.14377 0.8153 0.8590
0.14396 0.8292 0.8599
0.14415 0.8175 0.8616
0.14434 0.8032 0.7674
0.14452 0.8374 0.7652
0.14471 0.8575 0.9053
0.14490 0.7313 0.7820
0.14509 0.7716 0.8207
0.14528 0.8372 0.7640
0.14546 0.8653 0.8378
0.14565 0.7526 0.7991
0.14584 0.8054 0.8533
0.14603 0.8334 0.8742
0.14622 0.7247 0.7747
0.14641 0.7570 0.8048
0.14659 0.7263 0.7032
0.14678 0.7519 0.7997
0.14697 0.8140 0.7991
0.14716 0.8160 0.8597
0.14735 0.8232 0.8663
0.14753 0.8621 0.9021
0.14772 0.8727 0.9116
0.14791 0.7763 0.8149
0.14810 0.8083 0.8476
0.14829 0.7659 0.8124
0.14848 0.7951 0.8334
0.14866 0.8080 0.8539
0.14885 0.7288 0.7788
0.14904 0.7776 0.8166
0.14923 0.7801 0.8279
0.14942 0.8086 0.8542
0.14960 0.8448 0.8666
0.14979 0.7804 0.8194
0.14998 0.7842 0.8308
0.15017 0.8175 0.8647
0.15036 0.7557 0.8035
0.15055 0.7320 0.7836
0.15073 0.7973 0.8248
0.15092 0.7570 0.8035
0.15111 0.8083 0.8143
0.15130 0.7975 0.8321
0.15149 0.8784 0.9151
0.15167 0.7522 0.7826
0.15186 0.7570 0.8058
0.15205 0.7624 0.8099
0.15224 0.7646 0.8121
0.15243 0.8257 0.8156
0.15262 0.8169 0.8609
0.15280 0.7570 0.7982
0.15299 0.7595 0.8067
0.15318 0.7292 0.7795
0.15337 0.8184 0.8105
0.15356 0.7994 0.7978
0.15374 0.7364 0.7887
0.15393 0.7656 0.8068
0.15412 0.7643 0.8115
0.15431 0.8080 0.8545
0.15450 0.7627 0.8103
0.15469 0.7570 0.8061
0.15487 0.7602 0.8077
0.15506 0.7342 0.7852
0.15525 0.7605 0.8073
0.15544 0.7655 0.8070
0.15563 0.7656 0.8125
0.15581 0.7605 0.8083
0.15600 0.7678 0.8146
0.15619 0.8111 0.8564
0.15638 0.7317 0.7833
0.15657 0.7678 0.8175
0.15676 0.7326 0.7849
0.15694 0.8096 0.8096
0.15713 0.7570 0.7991
0.15732 0.7434 0.7206
0.15751 0.7380 0.7897
0.15770 0.7728 0.8222
0.15788 0.7738 0.8210
0.15807 0.7989 0.8331
0.15826 0.7966 0.8425
0.15845 0.7291 0.7782
0.15864 0.7297 0.7792
0.15883 0.7358 0.7878
0.15901 0.7358 0.7880
0.15920 0.7709 0.8178
0.15939 0.8369 0.8714
0.15958 0.8210 0.7776
0.15977 0.7275 0.7766
0.15995 0.7285 0.7776
0.16014 0.7459 0.7830
0.16033 0.7329 0.7855
0.16052 0.9005 0.8258
0.16071 0.8111 0.8042
0.16090 0.8302 0.8773
0.16108 0.7434 0.7804
0.16127 0.7320 0.7843
0.16146 0.7361 0.7880
0.16165 0.7959 0.8349
0.16184 0.7811 0.7865
0.16202 0.7399 0.7883
0.16221 0.7646 0.8124
0.16240 0.7704 0.8179
0.16259 0.7469 0.8067
0.16278 0.7963 0.8362
0.16297 0.7951 0.8429
0.16315 0.7991 0.8463
0.16334 0.8387 0.8498
0.16353 0.8061 0.8543
0.16372 0.8070 0.8073
0.16391 0.7370 0.7893
0.16409 0.7393 0.7918
0.16428 0.7995 0.8179
0.16447 0.8118 0.8596
0.16466 0.8267 0.8653
0.16485 0.7396 0.7919
